Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,protocol__0,protocol__6,protocol__17,target
355120,22,22,1944,2665,640,0,88.3636363636,137.8690011274,976,0,121.1363636364,258.6415602914,12978.7114214913,123.9017796801,8258.6046511628,21930.0798514816,112731,4,354627,16887.0,29787.1725949275,112731,138,355115,16910.2380952381,39972.1543901561,151597,9,0,0,0,0,712,712,61.9508898401,61.9508898401,0,976,102.4222222222,203.7441007388,41511.6585858586,0,0,0,1,0,0,0,0,1,104.75,88.3636363636,121.1363636364,0,0,0,0,0,0,22,1944,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
89479687,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.5271624274,0.0670543249,17895937.4,15345144.9184914,41990325,4000250,89479687,17895937.4,15345144.9184914,41990325,4000250,0,0.0,0.0,0,0,0,0,0,0,48,0,0.0670543249,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000250.0,0.0,4000250,4000250,21369859.25,15281047.4104348,41990325,7200407,0,0,1,3
208301,3,5,1426.0,1552.0,1426.0,0.0,475.3333333333333,823.3014838644062,1460.0,0.0,310.4,643.8794918305754,14296.618835243233,38.40596060508591,29757.28571428571,49470.89772015558,138837.0,1.0,162546.0,81273.0,81407.78950444484,138837.0,23709.0,184634.0,46158.5,78274.67519149046,162529.0,1.0,0,0,0,0,72,112,14.402235226907218,24.003725378178697,0.0,1460.0,330.8888888888889,631.2837009705788,398519.1111111111,0,0,0,1,0,0,0,0,1.0,372.25,475.3333333333333,310.4,0,0,0,0,0,0,3,1426,5,1552,8192,251,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
379271,22,20,1912,2665,640,0,86.9090909091,137.6880217811,976,0,133.25,268.7712537496,12067.88813276,110.7387593568,9250.512195122,24651.6546930647,147305,2,378040,18001.9047619048,35182.1952397868,147305,260,379268,19961.4736842105,43624.1034818653,184027,12,0,0,0,0,712,648,58.0060168059,52.7327425508,0,976,106.4418604651,207.2918694941,42969.919158361,0,0,0,1,0,0,0,0,0,108.9761904762,86.9090909091,133.25,0,0,0,0,0,0,22,1912,20,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
18761,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.6041256,18761.0,0.0,18761.0,18761.0,18761.0,18761.0,0.0,18761.0,18761.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,106.6041256,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6
5009144,4,4,646,364,646,0,161.5,323.0,364,0,91.0,182.0,201.6312567576,1.5970792614,715592.0,1868361.46115128,4952409,18,56735,18911.6666666667,31809.9662108172,55642,357,5009117,1669705.66666667,2888624.69096668,5005202,1084,0,0,0,0,92,92,0.7985396307,0.7985396307,0,646,112.2222222222,233.5774913052,54558.4444444445,0,0,1,1,0,0,0,1,1,126.25,161.5,91.0,0,0,0,0,0,0,4,646,4,364,8192,221,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
40736010,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0490966101,40736010.0,0.0,40736010,40736010,40736010,40736010.0,0.0,40736010,40736010,0,0.0,0.0,0,0,0,0,0,0,64,0,0.0490966101,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,40736010.0,0.0,40736010,40736010,0,1,0,2
31868496,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062757904,31900000.0,0.0,31900000.0,31900000.0,31900000.0,31900000.0,0.0,31900000.0,31900000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.062757904,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,31900000.0,0.0,31900000.0,31900000.0,0,1,0,6
5048432,4,4,273,972,273,0,68.25,136.5,972,0,243.0,486.0,246.6112250299,1.584650442,721204.571428571,1886936.60233493,5000191,4,48241,16080.3333333333,27145.521202094,47425,293,5048428,1682809.33333333,2873290.73995764,5000492,817,0,0,0,0,136,136,0.792325221,0.792325221,0,972,138.3333333333,325.4012907166,105886.0,0,0,0,1,0,0,0,0,1,155.625,68.25,243.0,0,0,0,0,0,0,4,273,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,2
380260,22,22,1928,2665,640,0,87.6363636364,137.7805520365,976,0,121.1363636364,258.6415602914,12078.5778151791,115.7103034766,8843.2558139535,19461.1555009717,80387,5,379984,18094.4761904762,28122.7411655035,80387,282,380252,18107.2380952381,34942.7387777558,118051,13,0,0,0,0,712,712,57.8551517383,57.8551517383,0,976,102.0666666667,203.7409674518,41510.3818181818,0,0,0,1,0,0,0,0,1,104.3863636364,87.6363636364,121.1363636364,0,0,0,0,0,0,22,1928,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
3340517,10,7,1148,1581,677,0,114.8,210.0924664,1173,0,225.8571429,430.0986044,816.9394139,5.089032626,208782.3125,336185.2994,1113672,57,3340517,371168.5556,435139.6826,1134960,3318,3209692,534948.6667,484649.7871,1282988,125107,0,0,0,0,212,152,2.993548603,2.095484022,0,1173,151.6111111,305.0826578,93075.4281,0,0,1,1,0,0,0,1,0,160.5294118,114.8,225.8571429,0,0,0,0,0,0,10,1148,7,1581,8192,62852,5,20,0,0,0,0,0,0,0,0,0,1,0,4
3825932,13,7,1380,392,676,0,106.1538462,193.7588046,291,0,56,105.3976597,463.1551214,5.22748444,201364.8421,250032.9195,937566,28,3825932,318827.6667,369092.9891,1349210,10608,3766076,627679.3333,358262.9267,962122,119016,0,0,0,0,272,152,3.397864886,1.829619554,0,676,84.38095238,163.7197228,26804.14762,0,0,1,1,0,0,0,1,0,88.6,106.1538462,56,0,0,0,0,0,0,13,1380,7,392,8192,62658,7,20,0,0,0,0,0,0,0,0,0,1,0,4
10165,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44761.4363,688.6374816,1694.166667,3720.598361,9280.0,22.0,500.0,250.0,282.8427125,450.0,50.0,9737.0,3245.666667,5229.88569,9280.0,24.0,0,0,0,0,72,92,295.1303492,393.5071323,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5
99999412,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.1600009408,0.0400002352,33333137.3333333,57734683.9729027,99999408,2,99999410,99999410.0,0.0,99999410,99999410,99999410,99999410.0,0.0,99999410,99999410,1,0,0,0,64,64,0.0200001176,0.0200001176,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,0,0,0,0,0,0,2,16,2,0,211,219,1,32,2.0,0.0,2,2,99999408.0,0.0,99999408,99999408,0,1,0,2
57007271,203,104,56083,189889,680,0,276.2709359606,291.6989844299,1935,0,1825.8557692308,320.3460634294,4314.7478503225,5.3852779587,186298.27124183,364930.71305868,1121572,18,57005103,282203.48019802,418191.615929449,1121572,75,57007244,553468.388349515,442723.919790994,1124156,43,0,0,0,0,4072,2092,3.5609492691,1.8243286896,0,1935,798.6103896104,793.9635762507,630378.160412877,0,0,1,1,0,0,0,1,0,801.2117263844,276.2709359606,1825.8557692308,0,0,0,0,0,0,203,56083,104,189889,8192,1281,101,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
257893,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.510308538812607,85964.33333333334,147533.86774003226,256320.0,114.0,257893.0,128946.5,180294.55153303995,256434.0,1459.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,11.632731404109457,3.877577134703152,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
5028777,4,4,480,662,480,0,120.0,240.0,662,0,165.5,331.0,227.092989011,1.5908440561,718396.714285714,1889284.15672989,5002838,7,25939,8646.3333333333,14669.9276526278,25585,43,5028770,1676256.66666667,2881234.75346844,5003189,355,0,0,0,0,136,136,0.7954220281,0.7954220281,0,662,126.8888888889,255.8654160122,65467.1111111111,0,0,0,1,0,0,0,0,1,142.75,120.0,165.5,0,0,0,0,0,0,4,480,4,662,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,2
3283,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.1989034,3283.0,0.0,3283.0,3283.0,3283.0,3283.0,0.0,3283.0,3283.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,609.1989034,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6
95581,3,1,107,0,69,0,35.66666667,34.55912808,0,0,0,0,1119.469351,41.84932152,31860.33333,41856.83583,79269,13,95581,47790.5,44535.7064,79282,16299,0,0,0,0,0,1,0,0,0,60,20,31.38699114,10.46233038,0,69,35.2,34.53548899,1192.7,0,1,0,0,1,0,0,0,0,44,35.66666667,0,0,0,0,0,0,0,3,107,1,0,172,0,1,20,0,0,0,0,0,0,0,0,0,1,0,4
1367188,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,719.7254511,5.119998128,227864.6667,557917.528,1366709.0,2.0,441.0,220.5,309.0056634,439.0,2.0,1367181.0,455727.0,788933.581,1366709.0,31.0,0,0,0,0,72,92,2.194284912,2.925713216,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6
10478,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43424.31762,668.0664249,1746.333333,3839.285645,9573.0,1.0,531.0,265.5,304.7630227,481.0,50.0,10015.0,3338.333333,5403.859855,9573.0,1.0,0,0,0,0,72,92,286.3141821,381.7522428,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5
480,1,1,32,48,32,32,32.0,0.0,48,48,48.0,0.0,166666.666666667,4166.6666666667,480.0,0.0,480,480,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2083.3333333333,2083.3333333333,32,48,37.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,56.0,32.0,48.0,0,0,0,0,0,0,1,32,1,48,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,0
115789193,19,16,1911,1234,1301,0,100.5789474,313.6927576,1082,0,77.125,270.6357638,27.16142948,0.30227346,3405564.5,4718061.489,10000000,14,116000000,6432732.944,4780604.924,10000000,14,110000000,7366120.733,4574033.172,10000000,1183,0,0,0,0,392,464,0.164091307,0.138182153,0,1301,87.36111111,286.9813486,82358.29444,0,0,1,1,0,0,0,1,0,89.85714286,100.5789474,77.125,0,0,0,0,0,0,19,1911,16,1234,8192,1028,15,20,38369.41667,60041.29408,229026,20927,9610728.833,1365041.269,10000000,5276454,0,1,0,4
27825,2,2,74,138,37,37,37,0,69,69,69,0,7619.047619,143.7556155,9275,15623.96528,27316,249,27576,27576,0,27576,27576,27565,27565,0,27565,27565,0,0,0,0,16,16,71.87780773,71.87780773,37,69,49.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,62.25,37,69,0,0,0,0,0,0,2,74,2,138,-1,-1,1,8,0,0,0,0,0,0,0,0,0,0,1,4
54533982,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0366743803890939,54533982.0,0.0,54533982.0,54533982.0,54533982.0,54533982.0,0.0,54533982.0,54533982.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0366743803890939,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2239,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
5902517,4,4,97,231.0,97,0,24.25,48.5,231,0,57.75,115.5,55.56951382,1.355353996,843216.7143,2203660.947,5840382.0,44.0,62135.0,20711.66667,35596.56883,61815.0,108.0,5902349.0,1967449.667,3407220.49,5901769.0,243.0,0,0,0,0,92,92,0.677676998,0.677676998,0,231,36.44444444,79.69960965,6352.027778,0,0,0,1,0,0,0,0,1,41.0,24.25,57.75,0,0,0,0,0,0,4,97,4,231,8192,141,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
5007629,4,4,274,972,274,0,68.5,137.0,972,0,243.0,486.0,248.8203499101,1.5975624392,715375.571428571,1890382.71721741,5002359,6,5270,1756.6666666667,2660.1748689388,4827,142,5007623,1669207.66666667,2886837.80927096,5002640,443,0,0,0,0,136,136,0.7987812196,0.7987812196,0,972,138.4444444444,325.4531883048,105919.777777778,0,0,0,1,0,0,0,0,1,155.75,68.5,243.0,0,0,0,0,0,0,4,274,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,2
2106997,8,7,452.0,991.0,103.0,0.0,56.5,47.31052435014554,409.0,0.0,141.57142857142856,185.44168638043348,684.8609656302311,7.1191368568631095,150499.78571428568,213291.41796546755,773155.0,36.0,2106997.0,300999.5714285714,263170.49790890137,864063.0,18959.0,1856762.0,309460.3333333334,237599.61165765123,773155.0,88152.0,0,0,0,0,168,160,3.796872990326992,3.322263866536118,0.0,409.0,90.1875,131.0710844033369,17179.629166666666,0,0,0,1,0,0,0,0,0.0,96.2,56.5,141.57142857142858,0,0,0,0,0,0,8,452,7,991,8192,63964,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
6993900,5,3,526,972,526,0,105.2,235.234351233,972,0,324.0,561.1844616523,214.186648365,1.1438539299,999128.571428571,2499654.19816061,6661226,4,6993900,1748475.0,3278870.19441565,6661541,265,6668866,3334433.0,4704795.77980788,6661226,7640,0,0,0,0,168,104,0.7149087062,0.4289452237,0,972,166.4444444444,348.5911326723,121515.777777778,0,0,0,1,0,0,0,0,0,187.25,105.2,324.0,0,0,0,0,0,0,5,526,3,972,26883,219,1,32,7644.0,0.0,7644,7644,6661226.0,0.0,6661226,6661226,0,1,0,2
56480676,203,104,56330,190010,680,0,277.4876847291,292.8687801257,1934,0,1827.0192307692,320.4666191595,4361.4917073585,5.4354873515,184577.37254902,363280.625933634,1015030,19,56478468,279596.376237624,416606.571532682,1015030,378,56480651,548355.834951456,442808.041660202,1017634,33,0,0,0,0,4072,2092,3.5941496168,1.8413377347,0,1934,799.8051948052,794.2438362201,630823.271373578,0,0,1,1,0,0,0,1,0,802.4104234528,277.4876847291,1827.0192307692,0,0,0,0,0,0,203,56330,104,190010,8192,1284,101,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
1500,1,1,40,139,40,40,40,0,139,139,139,0,119333.3333,1333.333333,1500,0,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,666.6666667,666.6666667,40,139,73,57.15767665,3267,0,0,0,0,0,0,0,0,1,109.5,40,139,0,0,0,0,0,0,1,40,1,139,-1,-1,0,8,0,0,0,0,0,0,0,0,0,0,1,4
20915,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.62514941,20915.0,0.0,20915.0,20915.0,20915.0,20915.0,0.0,20915.0,20915.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,95.62514941,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6
34055519,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058727632,34100000.0,0.0,34100000.0,34100000.0,34100000.0,34100000.0,0.0,34100000.0,34100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.058727632,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,34100000.0,0.0,34100000.0,34100000.0,0,1,0,6
49,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,40816.3265306122,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,0,40816.3265306122,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2047,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
1,2,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,2000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0,0,0,0,0,0,0,0,0,1,0,4
3200305,10,7,1148.0,1581.0,677.0,0.0,114.8,210.0924664152536,1173.0,0.0,225.8571428571429,430.0986044197418,852.7312240552072,5.311993700600412,200019.06250000003,325446.46247587714,1063923.0,3.0,3200305.0,355589.4444444445,434286.41202238615,1161761.0,3.0,3053503.0,508917.1666666666,481278.3341832112,1270626.0,149079.0,0,0,0,0,212,152,3.1247021768237717,2.18729152377664,0.0,1173.0,151.61111111111114,305.08265782337605,93075.42810457516,0,0,1,1,0,0,0,1,0.0,160.52941176470588,114.8,225.8571428571429,0,0,0,0,0,0,10,1148,7,1581,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
